series_id,year,period,value,footnote_codes
CES0000000001,1939,M01,29923,
CES0000000001,1939,M02,30100,
CES0000000001,1939,M03,30280,
CES0000000001,1939,M04,30094,
CES0000000001,1939,M05,30299,
CES0000000001,1939,M06,30502,
CES0000000001,1939,M07,30419,
CES0000000001,1939,M08,30663,
CES0000000001,1939,M09,31031,
CES0000000001,1939,M10,31411,
CES0000000001,1939,M11,31470,
CES0000000001,1939,M12,31542,
CES0000000001,1940,M01,31603,
CES0000000001,1940,M02,31715,
CES0000000001,1940,M03,31825,
CES0000000001,1940,M04,31701,
CES0000000001,1940,M05,31879,
CES0000000001,1940,M06,31977,
CES0000000001,1940,M07,31942,
CES0000000001,1940,M08,32352,
CES0000000001,1940,M09,32810,
CES0000000001,1940,M10,33267,
CES0000000001,1940,M11,33669,
CES0000000001,1940,M12,34174,
CES0000000001,1941,M01,34481,
CES0000000001,1941,M02,34843,
CES0000000001,1941,M03,35092,
CES0000000001,1941,M04,35468,
CES0000000001,1941,M05,36182,
CES0000000001,1941,M06,36650,
CES0000000001,1941,M07,37137,
CES0000000001,1941,M08,37544,
CES0000000001,1941,M09,37835,
CES0000000001,1941,M10,37949,
CES0000000001,1941,M11,38024,
CES0000000001,1941,M12,38104,
CES0000000001,1942,M01,38347,
CES0000000001,1942,M02,38512,
CES0000000001,1942,M03,38935,
CES0000000001,1942,M04,39352,
CES0000000001,1942,M05,39771,
CES0000000001,1942,M06,40029,
CES0000000001,1942,M07,40472,
CES0000000001,1942,M08,40988,
CES0000000001,1942,M09,41259,
CES0000000001,1942,M10,41515,
CES0000000001,1942,M11,41674,
CES0000000001,1942,M12,41915,
CES0000000001,1943,M01,42172,
CES0000000001,1943,M02,42393,
CES0000000001,1943,M03,42552,
CES0000000001,1943,M04,42647,
CES0000000001,1943,M05,42596,
CES0000000001,1943,M06,42781,
CES0000000001,1943,M07,42700,
CES0000000001,1943,M08,42546,
CES0000000001,1943,M09,42492,
CES0000000001,1943,M10,42675,
CES0000000001,1943,M11,42821,
CES0000000001,1943,M12,42746,
CES0000000001,1944,M01,42654,
CES0000000001,1944,M02,42538,
CES0000000001,1944,M03,42294,
CES0000000001,1944,M04,42063,
CES0000000001,1944,M05,41985,
CES0000000001,1944,M06,41947,
CES0000000001,1944,M07,41904,
CES0000000001,1944,M08,41850,
CES0000000001,1944,M09,41679,
CES0000000001,1944,M10,41708,
CES0000000001,1944,M11,41711,
CES0000000001,1944,M12,41860,
CES0000000001,1945,M01,41895,
CES0000000001,1945,M02,41897,
CES0000000001,1945,M03,41798,
CES0000000001,1945,M04,41446,
CES0000000001,1945,M05,41304,
CES0000000001,1945,M06,41149,
CES0000000001,1945,M07,40874,
CES0000000001,1945,M08,40466,
CES0000000001,1945,M09,38507,
CES0000000001,1945,M10,38600,
CES0000000001,1945,M11,38996,
CES0000000001,1945,M12,39110,
CES0000000001,1946,M01,39829,
CES0000000001,1946,M02,39244,
CES0000000001,1946,M03,40195,
CES0000000001,1946,M04,40913,
CES0000000001,1946,M05,41349,
CES0000000001,1946,M06,41735,
CES0000000001,1946,M07,42153,
CES0000000001,1946,M08,42642,
CES0000000001,1946,M09,42915,
CES0000000001,1946,M10,43093,
CES0000000001,1946,M11,43395,
CES0000000001,1946,M12,43379,
CES0000000001,1947,M01,43535,
CES0000000001,1947,M02,43557,
CES0000000001,1947,M03,43607,
CES0000000001,1947,M04,43499,
CES0000000001,1947,M05,43638,
CES0000000001,1947,M06,43810,
CES0000000001,1947,M07,43743,
CES0000000001,1947,M08,43960,
CES0000000001,1947,M09,44203,
CES0000000001,1947,M10,44411,
CES0000000001,1947,M11,44484,
CES0000000001,1947,M12,44581,
CES0000000001,1948,M01,44679,
CES0000000001,1948,M02,44533,
CES0000000001,1948,M03,44683,
CES0000000001,1948,M04,44379,
CES0000000001,1948,M05,44796,
CES0000000001,1948,M06,45034,
CES0000000001,1948,M07,45160,
CES0000000001,1948,M08,45178,
CES0000000001,1948,M09,45294,
CES0000000001,1948,M10,45245,
CES0000000001,1948,M11,45192,
CES0000000001,1948,M12,45032,
CES0000000001,1949,M01,44668,
CES0000000001,1949,M02,44497,
CES0000000001,1949,M03,44240,
CES0000000001,1949,M04,44236,
CES0000000001,1949,M05,43984,
CES0000000001,1949,M06,43739,
CES0000000001,1949,M07,43531,
CES0000000001,1949,M08,43624,
CES0000000001,1949,M09,43780,
CES0000000001,1949,M10,42942,
CES0000000001,1949,M11,43242,
CES0000000001,1949,M12,43522,
CES0000000001,1950,M01,43526,
CES0000000001,1950,M02,43297,
CES0000000001,1950,M03,43954,
CES0000000001,1950,M04,44382,
CES0000000001,1950,M05,44718,
CES0000000001,1950,M06,45083,
CES0000000001,1950,M07,45454,
CES0000000001,1950,M08,46192,
CES0000000001,1950,M09,46438,
CES0000000001,1950,M10,46706,
CES0000000001,1950,M11,46776,
CES0000000001,1950,M12,46861,
CES0000000001,1951,M01,47288,
CES0000000001,1951,M02,47577,
CES0000000001,1951,M03,47873,
CES0000000001,1951,M04,47861,
CES0000000001,1951,M05,47952,
CES0000000001,1951,M06,48064,
CES0000000001,1951,M07,48061,
CES0000000001,1951,M08,48012,
CES0000000001,1951,M09,47954,
CES0000000001,1951,M10,48006,
CES0000000001,1951,M11,48147,
CES0000000001,1951,M12,48314,
CES0000000001,1952,M01,48296,
CES0000000001,1952,M02,48522,
CES0000000001,1952,M03,48504,
CES0000000001,1952,M04,48620,
CES0000000001,1952,M05,48642,
CES0000000001,1952,M06,48282,
CES0000000001,1952,M07,48143,
CES0000000001,1952,M08,48924,
CES0000000001,1952,M09,49320,
CES0000000001,1952,M10,49597,
CES0000000001,1952,M11,49816,
CES0000000001,1952,M12,50166,
CES0000000001,1953,M01,50144,
CES0000000001,1953,M02,50339,
CES0000000001,1953,M03,50473,
CES0000000001,1953,M04,50435,
CES0000000001,1953,M05,50490,
CES0000000001,1953,M06,50519,
CES0000000001,1953,M07,50536,
CES0000000001,1953,M08,50489,
CES0000000001,1953,M09,50368,
CES0000000001,1953,M10,50240,
CES0000000001,1953,M11,49908,
CES0000000001,1953,M12,49703,
CES0000000001,1954,M01,49469,
CES0000000001,1954,M02,49382,
CES0000000001,1954,M03,49157,
CES0000000001,1954,M04,49179,
CES0000000001,1954,M05,48965,
CES0000000001,1954,M06,48895,
CES0000000001,1954,M07,48835,
CES0000000001,1954,M08,48826,
CES0000000001,1954,M09,48886,
CES0000000001,1954,M10,48942,
CES0000000001,1954,M11,49180,
CES0000000001,1954,M12,49331,
CES0000000001,1955,M01,49496,
CES0000000001,1955,M02,49644,
CES0000000001,1955,M03,49962,
CES0000000001,1955,M04,50248,
CES0000000001,1955,M05,50512,
CES0000000001,1955,M06,50790,
CES0000000001,1955,M07,50987,
CES0000000001,1955,M08,51111,
CES0000000001,1955,M09,51266,
CES0000000001,1955,M10,51429,
CES0000000001,1955,M11,51592,
CES0000000001,1955,M12,51805,
CES0000000001,1956,M01,51975,
CES0000000001,1956,M02,52167,
CES0000000001,1956,M03,52294,
CES0000000001,1956,M04,52375,
CES0000000001,1956,M05,52506,
CES0000000001,1956,M06,52586,
CES0000000001,1956,M07,51955,
CES0000000001,1956,M08,52631,
CES0000000001,1956,M09,52604,
CES0000000001,1956,M10,52777,
CES0000000001,1956,M11,52821,
CES0000000001,1956,M12,52929,
